"tagID","tagProjectID","dateBin","mfgID","period","tagDeployID","utcYearStart","utcMonthStart","utcDayStart","utcHourStart","utcMinuteStart","utcYearEnd","utcMonthEnd","utcDayEnd","utcHourEnd","utcMinuteEnd","deferSec","speciesName","bandNumber","markerNumber","markerType","decimalLatitude","decimalLongitude","elevationMeters","sex","age","weightGrams","wingMillimeters","tarsusMillimeters","culmenMillimeters","billMillimeters","headMillimeters","fatScore","comments","test"
"36624","4","2019-3","200","19.8971004486084","24682","2019","8","8","14","54","","","","","","0.0","Passerina ciris","2721-91106","","","32.62885600","-80.04053000","","F","ASY","","","","","","","","","false"
"36625","4","2019-3","201","19.89780044555664","24683","2019","8","8","16","9","","","","","","0.0","Passerina ciris","2811-03531","","","32.62885600","-80.04053000","","M","SY","","","","","","","","","false"
"36626","4","2019-3","202","19.89739990234375","24684","2019","8","12","15","50","","","","","","0.0","Passerina ciris","2721-91275","","","32.61561900","-79.99428900","","M","SY","","","","","","","","","false"
"36627","4","2019-3","203","19.897899627685547","24685","2019","8","8","18","15","","","","","","0.0","Passerina ciris","2621-00914","","","32.62898700","-80.03099600","","F","ASY","","","","","","","","","false"
"36628","4","2019-3","204","19.896499633789062","24686","2019","8","8","15","10","","","","","","0.0","Passerina ciris","2721-24793","","","32.62885600","-80.04053000","","F","ASY","","","","","","","","","false"
"36629","4","2019-3","205","19.898099899291992","24687","2019","8","12","15","50","","","","","","0.0","Passerina ciris","0770-02625","","","32.61561900","-79.99428900","","M","ASY","","","","","","","","","false"
"36630","4","2019-3","206","19.8981990814209","24688","2019","8","12","15","20","","","","","","0.0","Passerina ciris","2811-05627","","","32.61553200","-79.99513500","","U","HY","","","","","","","","","false"
"36631","4","2019-3","207","19.898000717163086","24689","2019","8","9","1","45","","","","","","0.0","Passerina ciris","2811-05625","","","32.61804100","-80.05788300","","U","HY","","","","","","","","","false"
"36632","4","2019-3","208","19.897300720214844","24690","2019","8","8","23","20","","","","","","0.0","Passerina ciris","2621-42172","","","32.59776200","-80.12591000","","F","ASY","","","","","","","","","false"
"36633","4","2019-3","209","19.899999618530273","24691","2019","8","19","14","45","","","","","","0.0","Passerina ciris","2631-40275","","","32.58272000","-80.13832800","","F","ASY","","","","","","","","","false"
"36634","4","2019-3","210","19.899999618530273","24692","2019","8","15","19","30","","","","","","0.0","Passerina ciris","2811-05643","","","32.58239000","-80.13848100","","U","HY","","","","","","","","","false"
"36635","4","2019-3","211","19.8981990814209","24693","2019","8","8","23","20","","","","","","0.0","Passerina ciris","2811-05620","","","32.59776200","-80.12591000","","F","SY","","","","","","","","","false"
"36636","4","2019-3","212","19.896299362182617","24694","2019","8","9","1","40","","","","","","0.0","Passerina ciris","2631-40235","","","32.61804100","-80.05788300","","F","ASY","","","","","","","","","false"
"36637","4","2019-3","213","19.89739990234375","24695","2019","8","8","23","50","","","","","","0.0","Passerina ciris","2811-05624","","","32.59776200","-80.12591000","","U","HY","","","","","","","","","false"
"36638","4","2019-3","214","19.898099899291992","24696","2019","8","22","15","24","","","","","","0.0","Passerina ciris","2631-40215","","","32.58232600","-80.14045800","","F","ASY","","","","","","","","","false"
"43215","4","2019-4","341","11.296500205993652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43231","4","2019-4","408","11.3","27180","2019","10","27","0","30","","","","","","","Porzana carolina","1292-78834","","","36.52700000","-75.99000000","1.0","","ad","","","","","","","","","false"
"43232","4","2019-4","409","11.3","27181","2019","10","27","0","30","","","","","","","Porzana carolina","1443-67439","","","36.52700000","-75.99000000","1.0","","ad","","","","","","","","","false"
"43233","4","2019-4","410","11.3","27182","2019","10","27","0","30","","","","","","","Porzana carolina","1292-78825","","","36.52700000","-75.99000000","1.0","","imm","","","","","","","","","false"
"43234","4","2019-4","411","11.3","27183","2019","10","27","0","30","","","","","","","Porzana carolina","1292-78826","","","36.52700000","-75.99000000","1.0","","imm","","","","","","","","","false"
"43235","4","2019-4","412","11.3","27184","2019","10","27","2","15","","","","","","","Porzana carolina","1443-67440","","","36.52700000","-75.99000000","1.0","","ad","","","","","","","","","false"
"43236","4","2019-4","413","11.3","27185","2019","10","27","3","0","","","","","","","Porzana carolina","1443-67442","","","36.52700000","-75.99000000","1.0","","ad","","","","","","","","","false"
"43237","4","2019-4","414","11.3","27186","2019","10","27","2","15","","","","","","","Porzana carolina","1443-67441","","","36.52700000","-75.99000000","1.0","","ad","","","","","","","","","false"
"43238","4","2019-4","415","11.3","27187","2019","10","27","3","0","","","","","","","Porzana carolina","1443-67443","","","36.52700000","-75.99000000","1.0","","ad","","","","","","","","","false"
"43239","4","2019-4","416","11.3","27188","2019","10","27","2","15","","","","","","","Porzana carolina","1443-67444","","","36.52700000","-75.99000000","1.0","","imm","","","","","","","","","false"
"43240","4","2019-4","417","11.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44151","4","2020-2","15","11.297699928283691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44152","4","2020-2","16","11.297499656677246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44153","4","2020-2","17","11.297499656677246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44154","4","2020-2","18","11.29889965057373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44155","4","2020-2","19","11.297599792480469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44156","4","2020-2","20","11.297699928283691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44157","4","2020-2","21","11.297800064086914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44158","4","2020-2","22","11.297699928283691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44159","4","2020-2","23","11.297800064086914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44160","4","2020-2","24","11.297699928283691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44301","4","2020-2","45","10.699600219726562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44302","4","2020-2","46","10.69950008392334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44303","4","2020-2","47","10.699899673461914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44304","4","2020-2","48","10.69890022277832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44305","4","2020-2","49","10.699700355529785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44306","4","2020-2","50","10.699700355529785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44307","4","2020-2","51","10.700900077819824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44308","4","2020-2","52","10.699700355529785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44309","4","2020-2","53","10.699600219726562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44310","4","2020-2","54","10.699600219726562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44311","4","2020-2","55","10.699799537658691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44312","4","2020-2","56","10.699600219726562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44313","4","2020-2","57","10.699799537658691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44314","4","2020-2","58","10.69950008392334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
